icd10code,auc_ResNet_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL),description,block,len,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_low,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_high,auc_S4_T(ALL2ALL)-E(ALL2ALL)_low,auc_S4_T(ALL2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ALL2ALL),total_ecgs_S4_T(ALL2ALL)-E(ALL2ALL),patients_S4_T(ALL2ALL)-E(ALL2ALL),total_patients_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP)_low,auc_S4_T(ALL2ALL)-E(ALL2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),patients_S4_T(ALL2ALL)-E(ALL2HOSP),total_patients_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP)_low,auc_S4_T(ALL2ALL)-E(ED2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ED2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ED2HOSP),patients_S4_T(ALL2ALL)-E(ED2HOSP),total_patients_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED)_low,auc_S4_T(ALL2ALL)-E(ED2ED)_high,ecgs_S4_T(ALL2ALL)-E(ED2ED),total_ecgs_S4_T(ALL2ALL)-E(ED2ED),patients_S4_T(ALL2ALL)-E(ED2ED),total_patients_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL)_low,auc_S4_T(ALL2ALL)-E(ED2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ED2ALL),total_ecgs_S4_T(ALL2ALL)-E(ED2ALL),patients_S4_T(ALL2ALL)-E(ED2ALL),total_patients_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL)_low,auc_S4_T(ED2ALL)-E(ED2ALL)_high,ecgs_S4_T(ED2ALL)-E(ED2ALL),total_ecgs_S4_T(ED2ALL)-E(ED2ALL),patients_S4_T(ED2ALL)-E(ED2ALL),total_patients_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL)_low,auc_S4_T(ED2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ED2ALL)-E(ALL2ALL),total_ecgs_S4_T(ED2ALL)-E(ALL2ALL),patients_S4_T(ED2ALL)-E(ALL2ALL),total_patients_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL)_low,auc_S4_T(ED2ED)-E(ALL2ALL)_high,ecgs_S4_T(ED2ED)-E(ALL2ALL),total_ecgs_S4_T(ED2ED)-E(ALL2ALL),patients_S4_T(ED2ED)-E(ALL2ALL),total_patients_S4_T(ED2ED)-E(ALL2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL)_low,auc_ResNet_T(ED2ALL)-E(ED2ALL)_high,total_patients_ResNet_T(ED2ALL)-E(ED2ALL),total_ecgs_ResNet_T(ED2ALL)-E(ED2ALL),patients_ResNet_T(ED2ALL)-E(ED2ALL),ecgs_ResNet_T(ED2ALL)-E(ED2ALL),chapter
K65,0.8546123318786208,0.8545772401296482,0.8370742839849019,0.8288780317571105,0.8812255541069101,0.8583538030085478,0.8525827390205408,0.8358376081463901,,Peritonitis,K00-K93,3,0.8172302976250648,0.8878540500998497,0.8150562435388565,0.8903368473052978,111.0,14231,82.0,6171,0.7923114791512489,0.8732932180166244,111.0,11780,82.0,5026,0.7562151730060578,0.9030980691313744,33.0,5243,31.0,2907,0.7738861858844757,0.985826037824154,7.0,7677,7.0,4197,0.7944082707166672,0.9169536799192428,33.0,7694,31.0,4202,0.7866233646869659,0.9148884192109108,33.0,7694,31.0,4202,0.7998454749584198,0.8691674634814263,111.0,14231,82.0,6171,,,,14231,,6171,0.816528422193479,0.7453470185399056,0.8868822023272515,4202,7694,31.0,33.0,XI
E1142,0.8406640293868324,0.8420476594141472,0.8313165313968389,0.8327411817425261,,0.8580206610371144,0.864085487942892,0.7955571253649806,,Type 2 diabetes mellitus with diabetic polyneuropathy,E00-E90,5,0.8049705505371094,0.8735839888453484,0.8073471575975418,0.8750722408294678,75.0,14231,31.0,6171,0.7952410906553269,0.8639523923397064,75.0,11780,31.0,5026,0.7810098901391029,0.8765034839510918,36.0,5243,22.0,2907,,,0.0,7677,0.0,4197,0.8115571022033692,0.8957858622074127,36.0,7694,22.0,4202,0.8337585464119911,0.891947141289711,36.0,7694,22.0,4202,0.7552147775888443,0.8303564503788948,75.0,14231,31.0,6171,,,,14231,,6171,0.8666209628275442,0.8373890221118927,0.8941000387072563,4202,7694,22.0,36.0,IV
Y830,0.7742402335374771,0.83670862241476,0.8157551439182993,0.8265950074460712,,0.857449540548132,0.8798904538341159,0.8035080099836172,,"Surgical operation with transplant of whole organ as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",V01-Y98,4,0.7338521331548691,0.8085867121815682,0.8086863830685616,0.8641854122281074,103.0,14231,41.0,6171,0.7834981769323349,0.8455933436751366,103.0,11780,41.0,5026,0.7716955646872521,0.8761095866560936,26.0,5243,17.0,2907,,,0.0,7677,0.0,4197,0.8111027762293815,0.8960567206144333,26.0,7694,17.0,4202,0.8200078800320626,0.9325002029538154,26.0,7694,17.0,4202,0.7672628864645958,0.8382478952407837,103.0,14231,41.0,6171,,,,14231,,6171,0.8622246298302636,0.8057186990976334,0.9109429210424425,4202,7694,17.0,26.0,XX
K7200,0.8657212317666126,0.8716475230780072,0.8555387563884157,0.8301198673807701,0.7823211260263261,0.85742935278031,0.9115596648869211,0.8189010640546824,,Acute and subacute hepatic failure without coma,K00-K93,5,0.8050019353628158,0.9151601657271384,0.8155001491308213,0.9221397802233696,40.0,14231,29.0,6171,0.794439660012722,0.9065603941679,40.0,11780,29.0,5026,0.6884655460715294,0.9486629977822304,15.0,5243,15.0,2907,0.2594267189502716,0.9724099710583688,4.0,7677,4.0,4197,0.7246765479445458,0.9473852381110192,15.0,7694,15.0,4202,0.8412902519106865,0.9637074247002602,15.0,7694,15.0,4202,0.7619341224431991,0.8685166075825691,40.0,14231,29.0,6171,,,,14231,,6171,0.8915223336371924,0.8126558855175972,0.9593645080924034,4202,7694,15.0,15.0,XI
V60,0.8067376973182786,0.8302501001815054,0.8223237119881902,0.854333875395618,0.9005535269228541,0.8569428102438954,0.8463677169128863,0.810922534159929,,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,V01-Y98,3,0.7606537282466889,0.8497178941965103,0.7906075358390808,0.8671651840209961,90.0,14231,58.0,6171,0.7780247807502747,0.8594635128974915,89.0,11780,57.0,5026,0.8010134339332581,0.9023938402533532,44.0,5243,33.0,2907,0.8485744386911392,0.9590901032090188,9.0,7677,8.0,4197,0.8061424642801285,0.902624636888504,45.0,7694,34.0,4202,0.7961428970098495,0.8873355284333229,45.0,7694,34.0,4202,0.7729747876524925,0.8473166212439537,90.0,14231,58.0,6171,,,,14231,,6171,0.8315625862494734,0.7733858302235603,0.8812514469027519,4202,7694,34.0,45.0,XX
L89,0.810652783479159,0.8220894372583599,0.7952629694549577,0.8165600845242729,0.6280948657805577,0.8563974173145341,0.8534758955631272,0.8133237599764521,,Pressure ulcer,L00-L99,3,0.7916543647646904,0.8303536489605904,0.8022577330470085,0.8414471104741097,289.0,14231,178.0,6171,0.7716756224632263,0.816152834892273,289.0,11780,178.0,5026,0.7830646559596062,0.849692752957344,105.0,5243,84.0,2907,0.4341172635555267,0.9796769022941588,3.0,7677,3.0,4197,0.8251379236578942,0.8846897333860397,105.0,7694,84.0,4202,0.8224123597145081,0.8832893878221512,105.0,7694,84.0,4202,0.7911468386650086,0.8343596249818802,289.0,14231,178.0,6171,,,,14231,,6171,0.8516273553827909,0.8192555218935013,0.8787511989474297,4202,7694,84.0,105.0,XII
J960,0.7810433612703188,0.8054929951704382,0.7805361203079499,0.8199085633500929,0.9121299073953306,0.8562798055759354,0.870310589386158,0.7761309052668609,,Acute respiratory failure,J00-J99,4,0.7606449827551842,0.8010884761810303,0.7853812500834465,0.8236874759197235,386.0,14231,241.0,6171,0.7595009252429008,0.8014237299561501,385.0,11780,240.0,5026,0.7915330231189728,0.8469076842069626,173.0,5243,155.0,2907,0.864081834256649,0.9472005993127824,10.0,7677,9.0,4197,0.8304384559392929,0.8800829887390137,174.0,7694,156.0,4202,0.844645707309246,0.8939741984009743,174.0,7694,156.0,4202,0.7539658352732659,0.797122274339199,386.0,14231,241.0,6171,,,,14231,,6171,0.8738956651993153,0.8494505807757378,0.8958763271570206,4202,7694,156.0,174.0,X
E8349,0.7393717150725837,0.7715223904687926,0.7436891545687446,0.8282499442972793,0.8625407166123779,0.8559395166552306,0.8486232546000262,0.7555035459561976,,Other disorders of magnesium metabolism,E00-E90,5,0.6821897178888321,0.7963298574090004,0.7196431666612626,0.8173735350370407,70.0,14231,59.0,6171,0.6899655908346176,0.7971564888954162,70.0,11780,59.0,5026,0.7652968391776085,0.8830805331468582,31.0,5243,29.0,2907,0.7832204103469849,0.9398938193917274,2.0,7677,2.0,4197,0.7996025994420052,0.9045549839735032,31.0,7694,29.0,4202,0.7890170350670814,0.9029518738389016,31.0,7694,29.0,4202,0.7046605810523033,0.8069860160350799,70.0,14231,59.0,6171,,,,14231,,6171,0.8555732825937791,0.7983706042170525,0.9078657284379006,4202,7694,29.0,31.0,IV
W184,0.763239713879801,0.7806567857596082,0.7601580605977915,0.8387319131235701,0.7883149083723271,0.8559242596510042,0.8408384196755829,0.7630574840365109,,"Slipping, tripping and stumbling without falling",V01-Y98,4,0.734917564690113,0.7937053740024567,0.750829455256462,0.8074868202209473,184.0,14231,149.0,6171,0.7255189299583436,0.7917808219790459,182.0,11780,147.0,5026,0.7995820671319962,0.873585368692875,65.0,5243,60.0,2907,0.6295144438743592,0.9195166394114496,14.0,7677,14.0,4197,0.8214388146996499,0.8884698525071144,67.0,7694,62.0,4202,0.8074223458766937,0.8742931947112084,67.0,7694,62.0,4202,0.7334142178297043,0.7915716126561165,184.0,14231,149.0,6171,,,,14231,,6171,0.8449048842583986,0.8077865377068519,0.879278938472271,4202,7694,62.0,67.0,XX
W1849,0.7631391199111058,0.7806919936486516,0.7601471644410083,0.8386100959681493,0.7886411513581029,0.8558714230082053,0.8409323514850032,0.7629089144827459,,"Other slipping, tripping and stumbling without falling",V01-Y98,5,0.73474610298872,0.7935622468590736,0.7508934587240219,0.8075595200061798,184.0,14231,149.0,6171,0.7254755184054374,0.7917649358510971,182.0,11780,147.0,5026,0.7992430537939071,0.873458807170391,65.0,5243,60.0,2907,0.6298343673348428,0.9193147331476212,14.0,7677,14.0,4197,0.8212617710232735,0.8884128913283348,67.0,7694,62.0,4202,0.8072050005197525,0.8741578742861748,67.0,7694,62.0,4202,0.7330819144845009,0.7912302404642105,184.0,14231,149.0,6171,,,,14231,,6171,0.8447776849331421,0.8075344651937485,0.8791666582226754,4202,7694,62.0,67.0,XX
K3184,0.8397930187079243,0.8223816693491165,0.8149683400937681,0.8459659642006878,0.9590244220974271,0.855237166559552,0.8664598246274997,0.8281051520343354,,Gastroparesis,K00-K93,5,0.8092480301856995,0.8684131413698196,0.7910943865776062,0.852212518453598,206.0,14231,42.0,6171,0.7828115165233612,0.8465583086013794,205.0,11780,42.0,5026,0.7990957096219062,0.8875944331288338,88.0,5243,28.0,2907,0.8883727714419366,0.9937467634677888,20.0,7677,1.0,4197,0.8095112234354019,0.895025934278965,89.0,7694,28.0,4202,0.8184019967913628,0.9083405658602716,89.0,7694,28.0,4202,0.7954572275280952,0.860160031914711,206.0,14231,42.0,6171,,,,14231,,6171,0.8504827545449845,0.8018230304121972,0.8968983501195907,4202,7694,28.0,89.0,XI
M129,0.7912118335706375,0.7540198662344701,0.7214157465311706,0.8227432216905901,0.8920010422094842,0.8551907822361183,0.8472077470904986,0.7475385998040978,,"Arthropathy, unspecified",M00-M99,4,0.7554089948534966,0.8290366068482399,0.7173831149935722,0.7862566411495209,84.0,14231,49.0,6171,0.6825432926416397,0.7604145258665085,84.0,11780,49.0,5026,0.7812549531459808,0.8614819049835205,18.0,5243,15.0,2907,0.8849369019269944,0.8990222454071045,1.0,7677,1.0,4197,0.8191303044557572,0.889241075515747,18.0,7694,15.0,4202,0.7856270059943199,0.9052059724926949,18.0,7694,15.0,4202,0.7073714628815652,0.789037561416626,84.0,14231,49.0,6171,,,,14231,,6171,0.8787128712871287,0.8261504873633385,0.924016246199608,4202,7694,15.0,18.0,XIII
T86,0.7917456622715086,0.8277447815241312,0.8071088660886003,0.8242910185007362,,0.8548721743420098,0.8760192681582077,0.7853159204620302,,Complications of transplanted organs and tissue,S00-T98,3,0.7593230545520783,0.8170625984668731,0.8000610649585724,0.8551264598965644,149.0,14231,51.0,6171,0.7771065950393676,0.836090224981308,149.0,11780,51.0,5026,0.7712494656443596,0.8707866758108139,36.0,5243,19.0,2907,,,0.0,7677,0.0,4197,0.8110248133540153,0.8928016722202301,36.0,7694,19.0,4202,0.8272176533937454,0.919701200723648,36.0,7694,19.0,4202,0.753452381491661,0.8142243713140488,149.0,14231,51.0,6171,,,,14231,,6171,0.8619562694059952,0.8129632160067558,0.9052959844470024,4202,7694,19.0,36.0,XIX
K31,0.8179543315425969,0.8076590003686259,0.7920967843038925,0.8344696837930914,0.9562165338905576,0.8547650752118455,0.8472551621421403,0.794607394600097,,Other diseases of stomach and duodenum,K00-K93,3,0.7960021317005157,0.8381728067994118,0.7834325090050698,0.8318662598729134,386.0,14231,149.0,6171,0.7673516124486923,0.8157379373908042,385.0,11780,149.0,5026,0.7994379788637161,0.8672422155737877,170.0,5243,89.0,2907,0.8993704110383988,0.987334695458412,20.0,7677,1.0,4197,0.8218652695417404,0.8847671672701836,171.0,7694,89.0,4202,0.8119982108473778,0.8791937246918679,171.0,7694,89.0,4202,0.7692168727517128,0.8191361084580422,386.0,14231,149.0,6171,,,,14231,,6171,0.8483488840849076,0.8155487611889839,0.8777756422758103,4202,7694,89.0,171.0,XI
A419,0.8243886454802897,0.8271258358859438,0.8024228487371416,0.8177323932247346,0.8944227281732426,0.8544864774247786,0.8600525482447247,0.8179967125384915,,"Sepsis, unspecified organism",A00-B99,4,0.8086924195289612,0.8398117303848267,0.8099203810095787,0.8431220948696136,504.0,14231,328.0,6171,0.7852663844823837,0.8198916107416153,503.0,11780,327.0,5026,0.7896454736590386,0.8430839359760285,216.0,5243,181.0,2907,0.8547988653182984,0.9277800738811492,69.0,7677,64.0,4197,0.829579247534275,0.876955097913742,217.0,7694,182.0,4202,0.8397414863109589,0.8820116639137268,217.0,7694,182.0,4202,0.8004399463534355,0.8348064810037613,504.0,14231,328.0,6171,,,,14231,,6171,0.8662959650763108,0.8444333583116531,0.8884292677044868,4202,7694,182.0,217.0,I
J159,0.7221692523797192,0.7406419944911364,0.7131863777853699,0.8171236327000576,0.9387701928087546,0.8539627381884625,0.8400221874184286,0.7361886040288469,,Unspecified bacterial pneumonia,J00-J99,4,0.669159558415413,0.771953447163105,0.6892962992191315,0.7879023239016533,72.0,14231,49.0,6171,0.6560365036129951,0.7666362777352334,72.0,11780,49.0,5026,0.7589641526341439,0.8715661123394967,32.0,5243,31.0,2907,0.9339426517486572,0.9434601068496704,1.0,7677,1.0,4197,0.8042109578847885,0.898989936709404,32.0,7694,31.0,4202,0.7761155292391777,0.9000615835189819,32.0,7694,31.0,4202,0.6779951930046082,0.7876948699355125,72.0,14231,49.0,6171,,,,14231,,6171,0.8619648916731923,0.8001638993620873,0.9167190864682198,4202,7694,31.0,32.0,X
V153,0.7669535278531425,0.7747625620765703,0.7438380691379393,0.8225207431229057,,0.8535396863525617,0.8526274550175583,0.7713259396766466,,Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle,V01-Y98,4,0.7422438338398933,0.7905438497662545,0.7504473745822906,0.7985907450318337,225.0,14231,121.0,6171,0.7181902393698693,0.7702165022492409,225.0,11780,121.0,5026,0.7895521864295005,0.8540571972727775,92.0,5243,72.0,2907,,,0.0,7677,0.0,4197,0.8244950190186501,0.8793725118041038,92.0,7694,72.0,4202,0.8248697862029076,0.8815306082367897,92.0,7694,72.0,4202,0.7440353959798813,0.7971679583191872,225.0,14231,121.0,6171,,,,14231,,6171,0.8522728572572434,0.8216381207108497,0.8800991714000702,4202,7694,72.0,92.0,XX
V15,0.7595707069958092,0.7716747884529257,0.7399937933740132,0.8215627226215919,,0.8531864196718435,0.85409811792577,0.768036149116589,,Pedal cycle rider injured in collision with railway train or railway vehicle,V01-Y98,3,0.7364433094859123,0.7822136074304581,0.7474879324436188,0.7942795887589454,241.0,14231,134.0,6171,0.7157380685210228,0.7656092643737793,241.0,11780,134.0,5026,0.7895759984850883,0.8529189273715019,96.0,5243,76.0,2907,,,0.0,7677,0.0,4197,0.8253967732191085,0.8776796206831932,96.0,7694,76.0,4202,0.8261783957481384,0.882328949868679,96.0,7694,76.0,4202,0.741865698993206,0.7923805192112923,241.0,14231,134.0,6171,,,,14231,,6171,0.8537361805738353,0.8244508594274521,0.8809692218899727,4202,7694,76.0,96.0,XX
C786,0.8418347288741189,0.8223514590731872,0.8079858169999016,0.832500258032173,,0.8530004815216083,0.8242847397776975,0.77717069038543,,Secondary malignant neoplasm of retroperitoneum and peritoneum,,4,0.7992503315210342,0.8846304103732109,0.7713422372937202,0.8753004357218742,65.0,14231,44.0,6171,0.7502918839454651,0.8592163801193238,65.0,11780,44.0,5026,0.7324575230479241,0.9198927208781242,26.0,5243,22.0,2907,,,0.0,7677,0.0,4197,0.7713670685887337,0.9336555153131484,26.0,7694,22.0,4202,0.7278576180338859,0.9080894082784652,26.0,7694,22.0,4202,0.708036693930626,0.8385073527693748,65.0,14231,44.0,6171,,,,14231,,6171,0.8362625897837166,0.7434916183352471,0.9108842059969902,4202,7694,22.0,26.0,II
Q23,0.8661370613125362,0.8654553499820239,0.8537912564633663,0.8351185921958684,,0.8529496028128664,0.8632113556452663,0.8184393926823197,,Congenital malformations of aortic and mitral valves,Q00-Q99,3,0.8050446480512619,0.91818687915802,0.811292041838169,0.9180058017373084,51.0,14231,33.0,6171,0.7890364661812783,0.909888143837452,51.0,11780,33.0,5026,0.696235653758049,0.9406711742281914,15.0,5243,12.0,2907,,,0.0,7677,0.0,4197,0.7254748836159706,0.947893488407135,15.0,7694,12.0,4202,0.7694517284631729,0.9395490452647208,15.0,7694,12.0,4202,0.7631633698940278,0.8730863854289055,51.0,14231,33.0,6171,,,,14231,,6171,0.8018926075443852,0.6865770265460015,0.9131958052515984,4202,7694,12.0,15.0,XVII
I7026,0.8284696325846269,0.8443489289740699,0.8236641704830104,0.8324740627585769,0.2390568004168838,0.8523890045091919,0.8803113076656262,0.7950380134709334,,Atherosclerosis of native arteries of extremities with gangrene,I00-I99,5,0.7626844108104706,0.8878344342112541,0.7766827628016472,0.8953645125031471,39.0,14231,27.0,6171,0.7497825026512146,0.881714403629303,39.0,11780,27.0,5026,0.5414752900600435,0.9882569685578346,6.0,5243,5.0,2907,0.2301403533667326,0.2478602115064859,1.0,7677,1.0,4197,0.6020794808864594,0.9899577260017396,6.0,7694,5.0,4202,0.8023654341697692,0.951526802778244,6.0,7694,5.0,4202,0.7403399512171746,0.844059194624424,39.0,14231,27.0,6171,,,,14231,,6171,0.900754422476587,0.8023912459611893,0.9654713809490204,4202,7694,5.0,6.0,IX
I693,0.7974467105641734,0.8086512614367802,0.7966418875113853,0.8236190895303057,,0.8519587298621214,0.8765846691848747,0.8076278083306616,,Sequelae of cerebral infarction,I00-I99,4,0.7513262972235679,0.8405442565679551,0.7660237938165665,0.8522276684641839,86.0,14231,52.0,6171,0.748426279425621,0.8393561393022537,86.0,11780,52.0,5026,0.7783069312572479,0.8702453285455704,49.0,5243,38.0,2907,,,0.0,7677,0.0,4197,0.8100158914923667,0.8923169702291489,49.0,7694,38.0,4202,0.8448072627186776,0.9059866920113564,49.0,7694,38.0,4202,0.7624541282653808,0.8503761515021324,86.0,14231,52.0,6171,,,,14231,,6171,0.8735441331535885,0.8311040863394737,0.9108766436576844,4202,7694,38.0,49.0,IX
Z894,0.8303899228646239,0.8101372868162197,0.7872003424657534,0.819694909241412,,0.8512820512820513,0.8483578689979735,0.8025893425801429,,"Acquired absence of toe(s), foot, and ankle",Z00-Z99,4,0.7904646068811417,0.8627880573272705,0.7735696688294411,0.8457777515053749,100.0,14231,36.0,6171,0.7441319108009339,0.8251536265015602,100.0,11780,36.0,5026,0.7558328524231911,0.8727324828505516,39.0,5243,20.0,2907,,,0.0,7677,0.0,4197,0.792556208372116,0.8996953517198563,39.0,7694,20.0,4202,0.7793314144015312,0.9054610475897787,39.0,7694,20.0,4202,0.7576972603797912,0.8447868183255196,100.0,14231,36.0,6171,,,,14231,,6171,0.8492589056926092,0.7912728592753411,0.9053236275911332,4202,7694,20.0,39.0,XXI
Z9089,0.7117635576047147,0.7146972429307108,0.6816765298413499,0.8234904562671751,,0.8509890424452649,0.8318817274460858,0.6989839930097232,,Acquired absence of other organs,Z00-Z99,5,0.6693924739956856,0.7487668469548225,0.6707605436444283,0.7586033135652542,76.0,14231,44.0,6171,0.6339319437742233,0.7292635142803192,76.0,11780,44.0,5026,0.7862922444939613,0.8606009393930435,31.0,5243,24.0,2907,,,0.0,7677,0.0,4197,0.8172040402889251,0.881868588924408,31.0,7694,24.0,4202,0.7932210400700569,0.8685973539948464,31.0,7694,24.0,4202,0.6540783643722534,0.7426305472850799,76.0,14231,44.0,6171,,,,14231,,6171,0.8401619849044213,0.7867974773049354,0.8844637915492057,4202,7694,24.0,31.0,XXI
N170,0.8151361533761965,0.822443487621098,0.794675553296243,0.8066379251625725,,0.8506898409437257,0.852382044458678,0.8099710043735879,,Acute kidney failure with tubular necrosis,N00-N99,4,0.7937196344137192,0.8344522640109062,0.8034911662340164,0.8411430045962334,296.0,14231,205.0,6171,0.7716502457857132,0.8174907982349395,296.0,11780,205.0,5026,0.7731762409210206,0.8397269785404206,97.0,5243,89.0,2907,,,0.0,7677,0.0,4197,0.8235350757837295,0.8763482883572579,97.0,7694,89.0,4202,0.8212510421872139,0.8846415981650353,97.0,7694,89.0,4202,0.788359671831131,0.8314786195755005,296.0,14231,205.0,6171,,,,14231,,6171,0.8624009206021368,0.8331197559833526,0.8890955045819282,4202,7694,89.0,97.0,XIV
A4151,0.8283038283038282,0.8334698334698334,0.8099969523598431,0.8080234911313043,,0.8497919337787075,0.8469892255437839,0.824954324954325,,Sepsis due to Escherichia coli [E. coli],A00-B99,5,0.783033800125122,0.8724231958389282,0.794169919192791,0.8690314263105392,74.0,14231,56.0,6171,0.7651466131210327,0.8514374315738678,74.0,11780,56.0,5026,0.7503394231200219,0.8672550603747368,29.0,5243,27.0,2907,,,0.0,7677,0.0,4197,0.7983976945281028,0.8969936072826385,29.0,7694,27.0,4202,0.7777168557047844,0.9131067618727684,29.0,7694,27.0,4202,0.7806527465581894,0.865442955493927,74.0,14231,56.0,6171,,,,14231,,6171,0.8576467148030682,0.8001265853643418,0.9108658954501152,4202,7694,27.0,29.0,I
A41,0.8253443066833197,0.8287205203951833,0.8049377082717751,0.8126125262047327,0.8917062893369299,0.8496585088738373,0.8567623280214521,0.8213761151362806,,Other sepsis,A00-B99,3,0.8116524115204811,0.8388980850577354,0.8146812364459037,0.8419237449765206,705.0,14231,443.0,6171,0.7893292769789696,0.820598529279232,704.0,11780,443.0,5026,0.7868333145976066,0.8366049095988274,295.0,5243,246.0,2907,0.8511166170239449,0.9260573893785476,69.0,7677,64.0,4197,0.8286849275231362,0.8696606904268265,296.0,7694,246.0,4202,0.8381757125258446,0.8763257905840873,296.0,7694,246.0,4202,0.8064674645662308,0.8351205319166184,705.0,14231,443.0,6171,,,,14231,,6171,0.8608978504051497,0.8397801831364632,0.8786645233631134,4202,7694,246.0,296.0,I
E102,0.8454901534109455,0.8214285714285714,0.8069303440164933,0.8265307181941834,0.8709495265398315,0.8492847032745166,0.8625493718872326,0.8417559102849062,,Type 1 diabetes mellitus with kidney complications,E00-E90,4,0.7990731999278069,0.8852374136447907,0.7745836198329925,0.865549947321415,91.0,14231,20.0,6171,0.7563227102160454,0.8523074716329575,91.0,11780,20.0,5026,0.7466898635029793,0.8937099575996399,37.0,5243,10.0,2907,0.6810317993164062,0.9702892899513244,3.0,7677,2.0,4197,0.7875666171312332,0.9094472870230674,37.0,7694,10.0,4202,0.7976190790534019,0.9171697109937668,37.0,7694,10.0,4202,0.8013576701283455,0.8789409875869751,91.0,14231,20.0,6171,,,,14231,,6171,0.8710983413869662,0.8217765256762505,0.914617256820202,4202,7694,10.0,37.0,IV
F1721,0.7793772098332359,0.7866957599042289,0.7892593896025183,0.8441127880603703,0.7840390879478828,0.849050208801699,0.8797407936019304,0.7642391561569086,,"Nicotine dependence, cigarettes",F00-F99,5,0.757208314538002,0.801699909567833,0.7660272017121315,0.8072321325540542,416.0,14231,242.0,6171,0.7666153088212013,0.810955573618412,414.0,11780,240.0,5026,0.8207595527172089,0.867469710111618,213.0,5243,161.0,2907,0.6837495639920235,0.8811001852154732,2.0,7677,2.0,4197,0.827054999768734,0.871142403781414,215.0,7694,163.0,4202,0.8637057140469551,0.8957799091935158,215.0,7694,163.0,4202,0.7399397984147071,0.7888762578368187,416.0,14231,242.0,6171,,,,14231,,6171,0.8685192958889543,0.8504021555185318,0.8838779211044312,4202,7694,163.0,215.0,V
D630,0.8017694872472443,0.8149373950386777,0.79358091464629,0.8171825930910722,0.8358520062532568,0.8482842954222986,0.8389029945485774,0.8008828664133876,,Anemia in neoplastic disease,D50-D89,4,0.7581503257155419,0.8396647572517395,0.777272267639637,0.8524904802441597,98.0,14231,70.0,6171,0.7447709023952485,0.833293479681015,98.0,11780,70.0,5026,0.7543335214257241,0.8775193184614182,42.0,5243,35.0,2907,0.8275143504142761,0.8435360044240952,1.0,7677,1.0,4197,0.793866953253746,0.8961980462074279,42.0,7694,35.0,4202,0.77986930757761,0.8974676251411438,42.0,7694,35.0,4202,0.7583615645766258,0.8426787808537484,98.0,14231,70.0,6171,,,,14231,,6171,0.8373347770890897,0.787213197350502,0.8836232274770737,4202,7694,35.0,42.0,III
